Date Reported,Date Occurred,Time Occurred,Incident Type,Location,Incident/Case#,Summary,Disposition
1/13/2024,1/13/2024,9:15 PM,Petty Theft,Cresta & Nuevo West,2401130037,"Report of male seen casing and tampering with bikes, same male spotted again riding away on a bicycle",Unable to Locate
1/15/2024,1/11/2024 ‐ 1/13/2024,10:00 AM‐ 3:00 PM,Petty Theft ‐ Micro Mobility Device,Fan‐Fan‐RW Academic Building,2024‐0084,"secured electric bicycle stolen, loss $800.00",Logged Event
1/15/2024,1/14/2024,10:00 AM ‐ 11:00 PM,Petty Theft,Structural and Material Engineering Building,2024‐0085,"Secured bicycle stolen, loss $500.00",Online Report
1/16/2024,1/11/2024 ‐ 1/13/2024,10:00 AM ‐ 3:00 PM,Petty Theft ‐ Micro Mobility Device,Fan‐Fan‐RW Academic Building,2023‐0084,"Secured electric bicycle stolen, loss $800.00",Report Taken
1/16/2024,1/15/2023 ‐ 1/16/2024,8:00 PM ‐ 2:00 PM,Petty Theft ‐ Bicycle,Matthews Apartments,2023‐0086,"Secured bicycle stolen, loss $220.00",Online Report
1/16/2024,1/16/2024,3:30 PM ‐ 4:50 PM,Petty Theft,Center Hall,2024‐0089,"Secured electric scooter stolen, loss $699.00",Online Report
1/18/2024,1/18/2024,8:50 AM ‐ 1:00 PM,Petty Theft ‐ Micro Mobility Device,Galbraith Hall,2024‐0101,"Secured electric scooter stolen, loss $1,200.00",Report Taken
1/18/2024,1/18/2024,6:30 PM ‐ 8:00 PM,Petty Theft ‐ Micro Mobility Device,Fan‐Fan‐Rw Academic Building,2023‐0104,"Secured electric scooter stolen, loss $650.00",Report Taken
1/19/2024,1/19/2024,2:30 PM ‐ 3:30 PM,Petty Theft,Kaleidoscope,2024‐0112,"Secured bicycle stolen, loss $800.00",Report Taken
1/20/2024,01/14/24‐01/15/24,5:00 PM ‐ 5:00 PM,Petty Theft,Argo Hall,2024‐0123,"Secured bicycle stolen, loss $670.00",Report Taken
1/20/2024,01/19/24‐1/20/24,10:00PM‐11:00AM,Petty Theft ‐ Micro Mobility Device,Canyon Vista,2024‐0125,"Secured electric scooter stolen, loss $450.00",Report Taken
1/20/2024,1/20/2024,8:56 PM,Petty Theft ‐ Micro Mobility Device,Canyonview Aquatic & Climbing Wall Facility,2024‐0129,"Secured stolen electric scooter, loss $400.00",Report Taken
1/20/2024,1/20/2024,10:05 PM,Petty Theft ‐ Micro Mobility Device,RIMAC,2024‐0130,"Secured electric scooter stolen, loss $800.00",Report Taken
1/21/2024,1/17/24‐1/21/24,7:30 PM‐6:30 PM,Petty Theft,La Jolla Del Sol Apartments,2024‐0134,"Secured bicycle stolen, loss $249.30",Online Report
1/21/2024,1/21/2024,11:00 AM ‐ 7:30 PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2024‐0133,"Secured electric scooter stolen, loss $450.00",Report Taken
1/21/2024,1/19/24‐1/21/24,7:35 pm‐8:30 pm,Petty Theft,Pepper Canyon Apartments,2024‐0135,"Secured bicycle stolen, loss $449.99",Online Report
1/21/2024,1/21/2024,6:15 pm‐8:20 pm,Petty Theft,Geisel Library,2024‐0137,"Secured electric scooter stolen , loss $599.00",Report Taken
1/22/2024,1/22/2024,5:00 pm‐5:51 pm,Petty Theft ‐ Micro Mobility Device,Peterson Hall,2024‐0152,"Secured electric scooter stolen, loss $400.00",Online Report
1/23/2024,1/19/2024 ‐ 1/23/2024,3:00 PM ‐ 12:00 PM,Petty Theft,Brisa,2024‐0150,"Secured electric bicycle stolen, loss $700.00",Report Taken
1/23/2024,1/19/24‐1/23/24,5:00 pm‐8:30 am,Petty Theft,Cala,2024‐0151,"Bicycle tire stolen, loss $45.00",Online Report
1/23/2024,1/23/2024,2:00 PM,Petty Theft,Franklin Antonio Hall,2024‐0155,"Secured electric scooter stolen, loss $400.00",Online Report
1/23/2024,1/23/2024,4:43 PM,Petty Theft,Astilla,2401230068,"Reporting party last seen bicycle yesterday, no suspect information, loss $300.00",Information Only
1/24/2024,1/23/2024,5:30 PM ‐ 8:30 PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2024‐0160,"Secured electric scooter stolen, loss $500.00",Online Report
1/24/2024,1/24/2024,2:30 PM ‐ 5:45 PM,Petty Theft ‐ Micro Mobility Device,Blake Hall,2024‐0163,"Secured electric scooter stolen, loss $600.00",Report Taken
1/24/2024,1/24/2024,5:00 PM ‐ 8:00 PM,Grand Theft ‐ Micro Mobility Device,Geisel Library,2024‐0165,"Secured electric scooter stolen, loss $1,000.00",Report Taken
1/25/2024,1/25/2024,7:10 PM‐8:00 PM,Petty Theft ‐ Micro Mobility Device,Main Gymnasium,2024‐0195,"Secured electric scooter stolen, loss $420.00",Online Report
1/25/2024,1/25/2024,6:30 pm‐11:00 pm,Petty Theft ‐ Micro Mobility Device,Geisel Library,2024‐0197,"Secured electric scooter stolen, loss $299.99",Online Report
1/26/2024,1/22/2024 ‐ 1/26/2024,11:30 AM ‐ 11:30 AM,Petty Theft ‐ Bicycle,Viento,2024‐0192,"Secured bicycle stolen, loss $300.00",Online Report
1/26/2024,1/26/2024,10:00 AM ‐ 2:30 PM,Petty Theft ‐ Micro Mobility Device,Muir Biology Building,2024‐0179,"Secured electric scooter stolen, loss $700.00",Report Taken
1/26/2024,1/26/2024,7:07 PM,Petty Theft ‐ Micro Mobility Device,Atkinson Hall,2024‐0183,"Secured electric scooter stolen, loss $130.00",Report Taken
1/27/2024,1/22/2024 ‐ 1/26/2024,11:30 am ‐ 11:30 AM,Petty Theft,Viento,2024‐0192,"Secured bicycle stolen, loss $300.00",Online Report
1/28/2024,1/27/2024 ‐ 1/28/2024,12:00 PM ‐ 12:35 PM,Petty Theft,Seventh College West #1,2024‐0204,"Secured electric scooter stolen, loss $240.00",Online Report
1/28/2024,1/28/2024,7:48 PM,Petty Theft ‐ Micro Mobility Device,Charles David Keeling Apartments,2024‐0205,"Secured electric scooter stolen, loss $400.00",Report Taken
1/28/2024,1/28/2024,11:01 PM,Petty Theft ‐ Micro Mobility Device,Latin America Hall,2024‐0208,"Secured electric scooter stolen, loss $680.00",Report Taken
1/29/2024,1/28/2024 ‐ 1/29/2024,9:00 PM ‐ 11:00 AM,Petty Theft ‐ Micro Mobility Device,Asante House,2024‐0211,"Secured electric scooter stolen, loss $700.00",Report Taken
1/30/2024,1/30/2024,8:00 AM ‐ 9:20 AM,Petty Theft ‐ Micro Mobility Device,Peterson Hall,2024‐0218,"Secure electric scooter stolen, loss $200.00",Report Taken
1/30/2024,1/30/2024,9:30 AM ‐ 10:50 AM,Petty Theft,Mandeville Center,2024‐0229,"Secured electric scooter stolen, loss $600.00",Online Report
1/31/2024,1/31/2024,2:10 PM ‐ 7:00 PM,Petty Theft of Micro Mobility Device,Geisel Library,2024‐0241,"Secured electric scooter stolen, loss $700.00",Online Report
2/1/2024,2/1/2024,11:35 AM ‐ 11:50 AM,Grand Theft,RIMAC,2024‐0242,"Secured bicycle stolen, loss $1,600.00",Online Report
2/1/2024,1/31/2024 ‐ 2/1/2024,8:00 PM ‐ 12:00 PM,Petty Theft,Atlantis Hall,2024‐0240,"Secured bicycle stolen, loss $220.00",Report Taken
2/2/2024,2/1/2024,8:30 PM ‐ 9:00 PM,Petty Theft ‐ Micro Mobility Device,Center Hall,2024‐0256,"Secured electric scooter stolen, loss $400.00",Online Report
2/2/2024,2/2/2024,10:50 am‐11:50 am,Petty Theft ‐ Micro Mobility Device,Center Hall,2024‐0246,"Secured electric scooter stolen, loss $300.00",Report Taken
2/2/2024,2/2/2024,2:00 pm‐3:15 pm,Petty Theft,Seventh College,2024‐0257,"Secured bicycle stolen, loss $365",Online Report
2/3/2024,1/31/2024,Unknown,Grand Theft ‐ Micro Mobility Device,Rita Atkinson,2402030045,"Reporting party believes they may have seen their stolen electric scooter on Offerup, theft not previously reported",Information Only
2/4/2024,1/22/23‐1/23/23,11:00 pm‐7:00 am,Petty Theft,Artesa,2024‐0261,"Secured bicycle stolen, loss $300.00",Online Report
2/4/2024,2/4/2024,4:00 pm‐5:00 pm,Petty Theft ‐ Micro Mobility Device,Rita Atkinson Residences,2024‐0262,"Secured electric scooter stolen, loss $400.00",Online Report
2/5/2024,2/5/2024,1:45 pm‐3:15 pm,Petty Theft ‐ Micro Mobility Device,Geisel Library,2024‐0267,"Secured electric scooter stolen, loss $600.00",Report Taken
2/6/2024,2/6/2024,11:30 am‐1:00 pm,Petty Theft ‐ Micro Mobility Device,Geisel Library,2024‐0276,"Secured electric scooter stolen, loss $270.00",Report Taken
2/7/2024,2/7/2024,10:00 am‐7:45 pm,Petty Theft,Regents Road,2024‐0286,"Secured bicycle stolen, loss $300.00",Report Taken
2/8/2024,2/8/2024,3:50 PM,Grand Theft ‐ Micro Mobility Device,Applied Physics & Mathematics,2402080035,"Secured electric scooter stolen, loss $1,050.00",Report Taken
2/8/2024,2/8/2024,9:00 AM ‐ 7:30 PM,Petty Theft,Structural & Material Engineering Building,2024‐0292,"Secured bicycle stolen, loss $600.00",Report Taken
2/8/2024,2/8/2024,7:00 PM‐8:30 PM,Petty Theft ‐ Micro Mobility Device,Center Hall,2024‐0303,"Secured electric scooter stolen, loss $700.00",Online Report
2/9/2024,2/8/2024,11:00 AM ‐ 12:20 PM,Petty Theft ‐ Micro Mobility Device,Humanities & Social Sciences Building,2024‐0299,"Secured electric scooter stolen, loss $500.00",Report Taken
2/9/2024,2/8/2024 ‐ 2/9/2024,7:00 PM ‐2:30 AM,Petty Theft,Price Center West ‐ The Trove,2024‐0304,"Secured bicycle stolen, loss $500.00",Online Report
2/9/2024,2/9/2024,3:00 PM ‐ 5:30 PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2024‐0305,"Secured electric scooter stolen, loss $750.00",Online Report
2/10/2024,2/10/2024,10:00 AM ‐ 2:00 PM,Grand Theft ‐ Micro Mobility Device,"One Miramar Street, Building 3",2024‐0309,"Victim left apartment door propped open while doing laundry and returned to find electric bicycle missing from just inside apartment, loss $1680.98",Report Taken
2/11/2024,2/11/2024,5:10 PM,Petty Theft,Viento,2024‐0314,"Secured bicycle stolen, loss $900.00",Report Taken
2/11/2024,2/11/2024,11:27 PM,Petty Theft,Kaleidoscope,2024‐0315,"Secured bicycle stolen, loss $1,035.00",Report Taken
2/12/2024,2/12/2024,2:30 PM ‐ 8:30 PM,Burglary / Petty Theft ‐ Micro Mobility Device,Goldberg Apartments,2024‐0317,"Secured electric scooter stolen from bike cage, loss $506.41",Report Taken
2/12/2024,2/2/2024 ‐ 2/7/2024,Unknown,Petty Theft,Torrey Pines Center South ‐ Parking,2024‐0322,"Secured bicycle stolen, loss $150.00",Online Report
2/13/2024,2/13/2024,12:30 PM ‐ 1:50 PM,Petty Theft ‐ Micro Mobility Device,Humanities & Social Sciences,2024‐0330,"Secured electric scooter stolen, loss $500.00",Report Taken
2/15/2024,2/15/2024,08:00 AM ‐ 4:45 PM,Petty Theft ‐ Micro Mobility Device,Solis Hall,2024‐0343,"Secured electric scooter stolen, loss $500.00",Report Taken
2/15/2024,2/15/2024,6:30 PM,Petty Theft ‐ Micro Mobility Device,Geisel Library,2024‐0351,"Secured electric scooter stolen, loss $600.00",Online Report
2/15/2024,2/15/2024,7:55 PM ‐ 8:34 PM,Petty Theft ‐ Micro Mobility Device,Solis Hall,2024‐0352,"Secured electric scooter stolen, loss $289.00",Online Report
2/15/2024,2/15/2024,7:30 PM ‐ 7:40 PM,Petty Theft ‐ Micro Mobility Device,Gilman Drive,2024‐0354,"Secured electric scooter stolen, loss $300.00",Online Report
2/16/2024,2/15/2024 ‐ 2/16/2024,10:00 PM ‐ 11:00 AM,Petty Theft ‐ Micro Mobility Device,Asia Hall,2402160042,"Stolen electric bicycle, loss $1300",Information Only
2/16/2024,2/15/2024,2:10 PM ‐ 4:50 PM,Petty Theft ‐ Micro Mobility Device,10065 Scholars Drive North,2024‐0355,"Electric scooter stolen, loss $280.00",Online Report
2/17/2024,2/15/2024,6:00PM‐8:00PM,Petty Theft ‐ Micro Mobility Device,RW Academic Building ‐ Copa Vida Café,2024‐0365,"Secured electric scooter stolen, loss $400.00",Report Taken
2/22/2024,2/13/2024 ‐ 2/21/2024,Unknown,Petty Theft,Center Hall,2024‐0389,"Secured bicycle stolen, loss $199.00",Online Report
2/22/2024,2/21/2024,Unknown,Petty Theft,Galbraith Hall,2402220058,Bike rack cut and victim's scooter stolen,Unable to Contact
2/22/2024,2/22/2024,3:15 PM‐6:20 PM,Petty Theft ‐ Micro Mobility Device,Biology Building,2024‐0390,"Secured electric scooter stolen, loss $900.00",Online Report
2/22/2024,2/22/2024,4:00 PM‐6:00 PM,Petty Theft ‐ Micro Mobility Device,Pacific Hall,2024‐0397,"Secured electric scooter stolen, loss $450.00",Online Report
2/22/2024,2/22/2024,2:40 PM ‐ 7:00 PM,Petty Theft,Trolley ‐ Central Campus Station,2024‐0391,"Secured bicycle stolen, loss $500.00",Report Taken
2/23/2024,2/23/2024,2:00 AM ‐ 7:30 AM,Grand Theft ‐ Micro Mobility Device,Mesa Apartments South,2024‐0395,"Secured electric scooter stolen, loss $1,819.00",Report Taken
2/23/2024,2/22/2024 ‐ 2/23/2024,1:10 AM ‐ 10:00 AM,Petty Theft ‐ Micro Mobility Device,Asia Hall,2024‐0400,"Secured electric bicycle stolen, loss $800.00",Report Taken
2/24/2024,2/24/2024,7:19 PM,Petty Theft,Trolley ‐ Central Campus Station,2402240045,Possible scooter theft in progress,Gone on Arrival
2/24/2024,2/24/2024,8:46PM‐8:51PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,2024‐0411,"Secured electric scooter stolen, loss $260.00",Report Taken
2/25/2024,2/24/2024 ‐ 2/25/2024,6:27 PM ‐ 12:40 AM,Petty Theft ‐ Micro Mobility Device,Mandeville Center,2024‐0415,"Secured electric scooter stolen, loss $270.00",Online Report
2/25/2024,2/23/2024 ‐ 2/24/2024,Unknown,Petty Theft ‐ Micro Mobility Device,La Jolla Del Sol Apartments,2024‐0413,"Secured electric bicycle stolen, loss $900.00",Report Taken
2/25/2024,2/23/2024 ‐ 2/25/2024,12:30 PM ‐ 3:45 PM,Petty Theft ‐ Micro Mobility Device,Canyon Vista,2024‐0417,"Secured electric scooter stolen, loss $700.00",Online Report
2/26/2024,2/26/2024,9:10 AM ‐ 10:30 AM,Petty Theft of Micro Mobility Device,Theatre District,2024‐0429,"Secured electric scooter stolen, loss $799.99",Online Report
2/26/2024,2/26/2024,5:00 PM ‐ 6:00 PM,Petty Theft ‐ Micro Mobility Device,Frankfurter Hall,2024‐0425,"Secured electric scooter stolen, loss $900.00",Report Taken
2/26/2024,2/26/2024,5:30 PM ‐ 8:00 PM,Petty Theft ‐ Micro Mobility Device,Pepper Canyon Hall,2024‐0430,"Unsecured electric scooter stolen, loss $600.00",Report Taken
2/26/2024,2/26/2024,5:30 PM ‐ 8:00 PM,Petty Theft ‐ Micro Mobility Device,Pepper Canyon Hall,2024‐0431,"Secured electric scooter stolen, loss $360.00",Report Taken
2/27/2024,2/25/2024,11:00 AM ‐ 5:45 PM,Petty Theft ‐ Micro Mobility Device,RIMAC,20204‐0434,"Secured electric scooter stolen, loss $240.00",Report Taken
2/28/2024,2/28/2024,10:00 AM ‐ 3:00 PM,Petty Theft ‐ Micro Mobility Device,Exploration Drive,2024‐0459,"Secured electric scooter stolen, loss $220.00",Online Report
2/29/2024,2/29/2024,12:20 ‐ 4:40 PM,Petty Theft ‐ Micro Mobility Device,Wells Fargo Hall,2024‐0461,"Secured electric scooter stolen, loss $500.00",Online Report
3/4/2024,3/4/2024,5:00 PM‐8:00 PM,Petty Theft ‐ Micro Mobility Device,Rimac,2024‐0486,"Secured electric scooter stolen, loss $830.00",Report Taken
3/5/2024,3/5/2024,3:45 PM ‐ 4:15 PM,Petty Theft ‐ Micro Mobility Device,Canyon view Aquatic & Climbing Wall,2024‐0493,"Secured electric scooter stolen, loss $ 620.00",Report Taken
3/5/2024,3/5/2024,5:00 PM ‐ 5:15 PM,Grand Theft ‐ Micro Mobility Device,Moores Cancer Center,2024‐0499,"Secured electric bicycle stolen, loss $3000.00",Report Taken
3/5/2024,3/5/2024,6:40 PM ‐ 8:40 PM,Petty Theft ‐ Micro Mobility Device,Geisel Library,2024‐0504,"Secured electric scooter stolen, loss $700.00",Online Report
3/7/2024,3/7/2024,4:45 PM ‐ 9:30 PM,Petty Theft ‐ Micro Mobility Device,Geisel Library,2024‐0506,"Secured electric scooter stolen, loss $574.00",Report Taken
3/8/2024,3/8/2024,3:37 PM,Petty Theft,Canyonview Rec/ Athletics Administration,2024‐0511,"Secured bicycle stolen, loss $350.00",Report Taken
3/8/2024,3/8/2024,4:00 PM ‐ 6:15 PM,Petty Theft ‐ Micro Mobility Device,Russell Ln,2024‐0513,"Secured electric scooter stolen, loss $550.00",Report Taken
3/9/2024,3/8/2024 ‐ 3/9/2024,11:27 AM,Petty Theft ‐ Micro Mobility Device,Pines Resturant,2024‐0515,"Secured electric scooter stolen, loss $370.00",Report Taken
3/10/2024,3/10/2024,12:30 PM ‐ 4:00 PM,Petty Theft ‐ Micro Mobility Device,Sally T. Wongavery Library,2024‐0520,"Secured electric scooter stolen, loss $320.00",Report Taken
3/10/2024,3/10/2024,6:00 PM ‐ 10:15 PM,Petty Theft,Conrad Prebys Music Center,2024‐0522,"Secured bicycle stolen, loss $168.00",Report Taken
3/11/2024,3/11/2024,12:00 PM ‐ 6:20 PM,Petty Theft ‐ Micro Mobility Device,Franklin Antonio Hall,2024‐0528,"Secured electric scooter stolen, loss $300.00",Report Taken
3/12/2024,3/7/2004,4:45 PM,Petty Theft,Argo Hall,2024‐0556,"Secured bicycle stolen, loss $200.00",Unable to Locate
3/12/2024,3/7/2024,4:45 AM,Petty Theft ‐ Bicycle,Argo Hall,2024‐0556,"Secured bicycle stolen, loss $200.00",Online Report
3/12/2024,3/12/2024,3:25 PM ‐ 7:25 PM,Petty Theft ‐ Micro Mobility Device,Lyman Lane,2024‐0536,"Secured electric scooter stolen, loss $350.00",Online Report
3/13/2024,3/13/2024,9:05 PM ‐ 9:50 PM,Petty Theft ‐ Micro Mobility Device,Center Hall,2024‐0543,"Unsecured electric scooter stolen, loss $400.00",Report Taken
3/14/2024,3/12/2024 ‐ 3/14/2024,8:00 PM ‐ 10:10 AM,Petty Theft ‐ Motor Vehicle Theft,Warren Lecture Hall,2024‐0557,"Unsecured electric scooter stolen, loss $900.00",Online Report
3/14/2024,3/13/2024 ‐ 3/14/2024,7:00 PM ‐ 2:45 PM,Petty Theft,Charles David Keeling Apartments,2024‐0555,"Secured bicycle stolen, loss $355.00",Report Taken
3/9/2024,3/8/2024 ‐ 3/9/2024,11:27 AM,Petty Theft ‐ Micro Mobility Device,Pines Restaurant,2024‐0515,"Secured electric scooter stolen, loss $370.00",Report Taken
3/15/2024,3/14/2024,9:00 AM ‐ 5:00 PM,Grand Theft,Israni Biomedical Research Facility,2024‐0559,"Secured bicycle stolen, loss $1,000.00",Report Taken
3/16/2024,3/16/2024,7:50 AM,Petty Theft,Discovery Way,2024‐0568,"Unsecured bicycle stolen, loss $200.00",Report Taken
3/16/2024,3/16/2024,8:54 AM,Outside Agency Warrant Arrest/ Grand Theft / Obstruct Police Officer,Mesa Apartments Central,2024‐0569,Officer responded to a report of a bike theft in progress and contacted a male actively attempting to cut the lock of an electric scooter,Closed by Adult Arrest
3/16/2024,3/15/2024 ‐ 3/16/2024,7:00 PM ‐ 9:00 AM,Grand Theft,Mesa Apartments Central,2024‐0571,"Secured bicycle stolen, loss $1,100.00",Report Taken
3/16/2024,3/15/2024 ‐ 3/16/2024,1:30 PM ‐ 2:40 PM,Petty Theft,Keeling Building,2024‐0578,"Secured bicycle stolen, loss $100.00",Online Report
3/17/2024,3/16/2024 ‐ 3/17/2024,10:00 PM ‐ 9:00 AM,Petty Theft,Blake Hall,2024‐0580,"Secured bicycle stolen, loss $150.00",Online Report
3/18/2024,3/18/2024,2:30 PM - 4:50 PM,Pretty Theft - Micro Mobility Device,RIMAC - Liontree Arena,2024-0584,"Secured electric scooter stolen, loss $600.00",Online Report
3/18/2024,3/16/2024,8:00 AM - 8:15 AM,Petty Theft,Mesa Apartments Central,2024-0585,"Secured bicycle stolen, loss $599.00",Online Report
3/18/2024,3/16/2024 - 6/17/2024,6:45 PM - 6:45 PM,Petty Theft,Mesa Apartments Central,2024-0586,"Secured bicycle stolen, loss $200.00",Online Report
3/19/2024,3/19/2024,10:30 AM - 2:45 PM,Petty Theft - Micro Mobility Device,Recreation Gymnasium,2024-0587,"Secured electric scooter stolen, loss $220.00",Report Taken
3/19/2024,3/16/2024 - 3/19/2024,1:00 PM - 4:25 PM,Petty Theft,Center Hall,2024-0614,"Secured bicycle stolen, loss $300.00",Online Report
3/18/2024,3/19/2024,11:30 AM - 3:45 PM,Grand Theft,East Campus Office Building,2024-0591,"Secured bicycle stolen, loss $2,500.00",Report Taken
3/20/2024,3/12/2024,4:30 PM - 6:30 PM,Grand Theft - Micro Mobility Device,Ridge Walk Academic Building,2024-0597,"Secured electric bicycle stolen, loss $1,000.00",Report Taken
3/21/2024,3/21/2024,3:00 PM - 3:50 PM,Petty Theft - Micro Mobility Device,Otterson Hall,2024-0615,"Secured electric scooter stolen, loss $900.00",Online Report
3/22/2024,3/21/2024-3/22/2024,7:00PM-7:00AM,Petty Theft - Micro Mobility Device,Geisel Library,2024-0612,"Secured electric bicycle stolen, loss $500.00",Report Taken
3/22/2024,3/22/2024,8:00 AM-10:00 AM,Petty Theft - Micro Mobility Device,Solis Hall,2024-0617,"Secured electric scooter stolen, loss $400.00",Online Report
3/22/2024,3/22/2024,3:00 PM-6:01 PM,Petty Theft - Micro Mobility Device,Ledden Auditorium,2024-0621,"Secured electric scooter stolen, loss $450.00",Online Report
3/23/2024,3/22/2024,7:53 PM - 10:50 PM,Petty Theft - Micro Mobility Device,Main Gym,2024-0625,"Secured electric scooter stolen, loss $700.00",Online Report
3/9/2024,3/8/2024 - 3/9/2024,11:27 AM,Petty Theft - Micro Mobility Device,Pines Restaurant,2024-0515,"Secured electric scooter stolen, loss $370.00",Report Taken
3/27/2024,2/13/2024 - 2/29/2024,1:11 PM - 11:50 AM,Petty Theft - Bicycle,Cala,2024-0639,"Secured bicycle stolen from 5th floor bike racks, loss $500.00",Online Report
3/29/2024,3/29/2024,2:30 AM,Petty Theft,Trolley ‐ Central Campus Station,2024‐0642,"Secured bicycle stolen, loss $700.00",Report Taken
3/31/2024,3/31/2024,11:30 AM - 12:30 PM,Petty Theft - Micro Mobility Theft,Design & Innovation Building,2024-0646,"Secured electric scooter stolen, loss $300.00",Report Taken
4/1/2024,4/1/2024 ‐ 4/2/2024,10:00 AM ‐ 11:00 AM,Petty Theft of Micro Mobility Device,Scholars Drive N,2024‐0650,"Electric scooter stolen, loss $400.00",Report Taken
4/1/2024,2/28/2024 ‐ 2/29/2024,11:50 PM ‐ 8:00 AM,Petty Theft of Micro Mobility Device,Canyon Vista,2024‐0652,"Unsecured electric bicycle stolen, loss $350.00",Report Taken
4/1/2024,4/1/2024,1:50 AM ‐ 3:35 PM,Petty Theft of Micro Mobility,Trolley ‐ Central Campus Station,2024‐0654,"Secured electric scooter stolen, loss $500.00",Report Taken
4/1/2024,3/31/2024 ‐ 4/1/2024,6:50 PM ‐ 8:50 AM,Petty Theft,Theatre District Drive,2024‐0655,"Secured bicycle stolen, loss $250.00",Online Report
4/1/2024,4/1/2024,5:46 PM,Grand Theft of Micro Mobility Device,Price Center,2024‐0656,"Secured electric bicycle stolen, loss $1,500.00",Report Taken
4/2/2024,4/2/2024,12:20 PM ‐ 1:50 PM,Petty Theft ‐ Micro Mobility Device,Center Hall,2024‐0661,"Secured electric bicycle stolen, loss $500.00",Report Taken
4/3/2024,3/1/2024 ‐ 4/3/2024,1:15 PM ‐ 1:15 PM,Petty Theft,Rita Atkinson,2024‐0669,"Secured bicycle stolen, loss $190.00",Online Report
4/3/2024,4/3/2024,12:50 PM 1:50 PM,Petty Theft,Atkinson Hall,2024‐0670,"Secured electric scooter stolen, loss $213.35",Online Report
4/3/2024,4/3/2024,11:10 AM ‐ 11:55 AM,Petty Theft ‐ Micro Mobility Device,Social Sciences Building,2024‐0673,"Secured electric scooter stolen, loss $270.00",Online Report
4/5/2024,4/4/2024 ‐ 4/5/2024,8:00 PM ‐ 10:45 AM,Petty Theft,Thurgood Marshall,2024‐0678,Secured electric scooter stolen; Loss $300,Report Taken
4/5/2024,4/5/2024,10:00 AM ‐ 1:00 PM,Petty Theft,Otterson Hall,2024‐0679,Secured stolen electric scooter; loss $300.00,Report Taken
4/5/2024,4/5/2024,10:18 PM,Petty Theft,Erc Footbridge,2404050069,Subject seen checking bike locks,Unable to Locate
4/6/2024,4/5/2024 ‐ 4/6/2024,6:15 PM ‐ 3:15 PM,Petty Theft ‐ Micro Mobility Device,Seventh College East #1,2024‐0689,"Secured electric scooter stolen, loss $400.00",Referred to Other Agency ‐ Moorpark Police Department
4/7/2024,4/6/2024 ‐ 4/7/2024,5:30 PM ‐ 11:15 AM,Petty Theft ‐ Micro Mobility Device,Seventh College West #7,2024‐0688,"Secured electric bicycle stolen from 7th floor bike racks, loss $800.00",Report Taken
4/7/2024,4/4/2024,11:00 AM ‐ 7:30 PM,Petty Theft ‐ Micro Mobility Device,Social Sciences Building,2024‐0690,"Secured electric scooter stolen, loss $400.00",Report Taken
4/8/2024,4/8/2024,7:11PM‐7:59PM,Petty Theft/ Weapon Law Violation/ Probation Violation,Trolley ‐ Central Campus,2024‐0693,Subject contacted for attempting to steal a secured bicycle and found in possession of a Billy,Closed By Adult Arrest
4/10/2024,04/08/24‐4/09/24,7:00 PM‐1:50 PM,Grand Theft,Marshall Upper Apartments,2024‐0700,"Electric scooter stolen, loss $1049.00",Report Taken
4/10/2024,4/9/2024 ‐ 4/10/2024,7:35 PM ‐ 9:06 PM,Grand Theft ‐ Micro Mobility Device,Pines Dining Hall,2024‐0701,"Secured electric scooter stolen, loss $999.00",Report Taken
4/11/2024,4/9/2024,5:00 PM‐6:30 PM,Petty Theft ‐ Micro Mobility Device,Ridge Walk Academic,2024‐0707,Secured electric scooter stolen; loss $250.00,Report Taken
4/11/2024,4/11/2024,11:55 AM,Petty Theft,Trolley ‐ Central Campus Station,T24000107,"Secured bicycle stolen, loss $300.00",Online Report
4/11/2024,4/7/2024,8:20 AM ‐ 2:15 PM,Petty Theft ‐ Micro Mobility Device,Trolley ‐ La Jolla Health Station,T24000108,"Secured electric scooter stolen, loss 650.00",Online Report
4/13/2024,4/12/2024 ‐ 4/13/2024,11:00 PM ‐ 4:00 PM,Petty Theft,Coast Graduate Housing,T24000110,"Secured Bicycle Stolen, loss $50.00",Online Report
4/14/2024,4/13/2024 ‐ 4/14/2024,11:00 PM ‐ 4:30 PM,Petty Theft ‐ Micro Mobility Device,Pepper Canyon Apartments,2024‐0733,"Secured electric bicycle stolen, loss $840.00",Report Taken
4/15/2024,4/13/2024 ‐ 4/15/2024,8:00 AM 11:30 AM,Grand Theft,Argo Hall,2024‐0737,"Secured bicycle stolen, loss $1,000.00",Report Taken
4/15/2024,4/13/2024 ‐ 4/15/2024,9:00 PM ‐ 1:00 PM,Grand Theft ‐ Micro Mobility Device,Earth Hall South,2024‐0738,"Secured electric bicycle stolen, loss $2,500.00",Report Taken
4/16/2024,4/16/2024,12:15 PM ‐1:30 PM,Petty Theft ‐ Micro Mobility Device,Pepper Canyon Hall,2024‐0759,"Stolen electric scooter, loss $200.00",Online Report
4/19/2024,04/18/24‐4/19/24,10:00PM‐1:30PM,Petty Theft ‐ Micro Mobility Device,"One Miramar Street, Building 4",2024‐0774,"Secured scooter stolen, loss $300.00",Report Taken
